city,parcel_id,split
nyc,3064050029,train
nyc,3018400078,train
nyc,3041740032,train
nyc,3088850018,train
nyc,3064380048,train
nyc,3077570037,train
nyc,3008060050,train
nyc,3013130076,train
nyc,3048930015,train
nyc,3037160015,train
nyc,3014020056,train
nyc,3068430004,train
nyc,3062950065,train
nyc,3053410001,train
nyc,3014960016,train
nyc,3083570001,train
nyc,1021570032,train
nyc,1018930011,train
nyc,3054620052,train
nyc,3062150072,train
nyc,3062200038,train
nyc,3084080044,train
nyc,3048680067,train
nyc,1006190065,train
nyc,3052820016,train
nyc,3011630065,train
nyc,3086710056,train
nyc,3041110011,train
nyc,3057057502,train
nyc,3047840081,train
nyc,3065060036,train
nyc,3051410038,train
nyc,3016700026,train
nyc,3032950004,train
nyc,3011500033,train
nyc,1006260007,train
nyc,3013940050,train
nyc,3055360014,train
nyc,3038750013,train
nyc,3069580032,train
nyc,3033140075,train
nyc,3012730019,train
nyc,3073380010,train
nyc,3049620055,train
nyc,3073050058,train
nyc,3056390060,train
nyc,3041310016,train
nyc,3071100016,train
nyc,3086510050,train
nyc,3020970006,train
nyc,3076700032,train
nyc,3068320002,train
nyc,3068310080,train
nyc,3066560025,train
nyc,3036260040,train
nyc,1013990041,train
nyc,3066590042,train
nyc,3061580059,train
nyc,3059800080,train
nyc,3017580056,train
nyc,3056190032,train
nyc,3062020051,train
nyc,1022340040,train
nyc,3002080318,train
nyc,3041940001,train
nyc,3012160069,train
nyc,3031860006,train
nyc,3012510046,train
nyc,3071310021,train
nyc,3040790043,train
nyc,3078620027,train
nyc,3078800009,train
nyc,3063420017,train
nyc,1014050030,train
nyc,3084900073,train
nyc,3010930027,train
nyc,3016510024,train
nyc,3013840067,train
nyc,3068130045,train
nyc,3038390012,train
nyc,3086210028,train
nyc,3075710076,train
nyc,1022180014,train
nyc,3046510054,train
nyc,3047200007,train
nyc,3050130018,train
nyc,3046450079,train
nyc,3077110030,train
nyc,3062500053,train
nyc,3078530052,train
nyc,3057760020,train
nyc,3008560052,train
nyc,3002630017,train
nyc,3084920060,train
nyc,3065170023,train
nyc,3077320028,train
nyc,3016190075,train
nyc,3079060072,train
nyc,3053600046,train
nyc,3053600044,train
nyc,3043060064,train
nyc,3065050008,train
nyc,3039390003,train
nyc,3018140058,train
nyc,3058950015,train
nyc,3042540012,train
nyc,3063940005,train
nyc,3054407502,train
nyc,3043010077,train
nyc,3061840029,train
nyc,3015620013,train
nyc,3010930013,train
nyc,3006810020,train
nyc,3085060017,train
nyc,3046240056,train
nyc,3060200048,train
nyc,3073450061,train
nyc,1019150001,train
nyc,3069190090,train
nyc,3061260033,train
nyc,1011170051,train
nyc,3069190091,train
nyc,3072940022,train
nyc,3069970104,train
nyc,3049960034,train
nyc,3066230029,train
nyc,3064480025,train
nyc,3067620076,train
nyc,3019640075,train
nyc,3017860070,train
nyc,3075950033,train
nyc,3032810052,train
nyc,3012650076,train
nyc,3072950010,train
nyc,3082480018,train
nyc,3015940013,train
nyc,1017180011,train
nyc,3082170012,train
nyc,3077560074,train
nyc,3078220079,train
nyc,3059630070,train
nyc,3065720085,train
nyc,3084830022,train
nyc,1006360045,train
nyc,3021010050,train
nyc,3032850060,train
nyc,3018920024,train
nyc,3073000030,train
nyc,3054810069,train
nyc,3012540021,train
nyc,1013990049,train
nyc,3069970103,train
nyc,3050330051,train
nyc,3084140024,train
nyc,3017370045,train
nyc,3012040063,train
nyc,3073110056,train
nyc,3007810056,train
nyc,3047260049,train
nyc,3043030014,train
nyc,3061180068,train
nyc,3033870019,train
nyc,3034380046,train
nyc,3065010046,train
nyc,3015790037,train
nyc,3056740042,train
nyc,3052830051,train
nyc,3059090023,train
nyc,1020250026,train
nyc,3085250014,train
nyc,3055927514,train
nyc,3017680052,train
nyc,3066610056,train
nyc,3061700002,train
nyc,3016820063,train
nyc,3018230029,train
nyc,3085000056,train
nyc,3065200052,train
nyc,3052280040,train
nyc,3011130172,train
nyc,3018510032,train
nyc,3011060029,train
nyc,3058520025,train
nyc,3077310086,train
nyc,3085370041,train
nyc,3021040059,train
nyc,3064010019,train
nyc,1020640142,train
nyc,3012440068,train
nyc,3085950077,train
nyc,3069960096,train
nyc,3009140053,train
nyc,3048130020,train
nyc,3010420024,train
nyc,3051080062,train
nyc,3058620019,train
nyc,3054390059,train
nyc,3015050043,train
nyc,3053620002,train
nyc,3030230044,train
nyc,3061970018,train
nyc,3016470014,train
nyc,3009000043,train
nyc,3016730016,train
nyc,3015910031,train
nyc,3040260019,train
nyc,3032790023,train
nyc,3077310075,train
nyc,3078770064,train
nyc,3077890063,train
nyc,3003600032,train
nyc,3046670052,train
nyc,3058520064,train
nyc,3079750046,train
nyc,3049110002,train
nyc,3062410060,train
nyc,3061820007,train
nyc,3084160051,train
nyc,3041250030,train
nyc,3064300017,train
nyc,1014000044,train
nyc,3062040051,train
nyc,3085240022,train
nyc,3062410055,train
nyc,3085130038,train
nyc,1020810042,train
nyc,3018270049,train
nyc,3009220006,train
nyc,3089070636,train
nyc,3061650063,train
nyc,3071140028,train
nyc,3012760056,train
nyc,3043250046,train
nyc,3012300062,train
nyc,3012730007,train
nyc,3067610024,train
nyc,1020427503,train
nyc,3077440040,train
nyc,3073130043,train
nyc,3009440071,train
nyc,3056497506,train
nyc,1009230047,train
nyc,3019130019,train
nyc,3085250004,train
nyc,3058660021,train
nyc,3057640050,train
nyc,3049020052,train
nyc,3008760068,train
nyc,3056897503,train
nyc,3063290017,train
nyc,3019470044,train
nyc,3058520022,train
nyc,3022230004,train
nyc,3016620066,train
nyc,3038330037,train
nyc,3063720086,train
nyc,3070770009,train
nyc,3041480044,train
nyc,3062420051,train
nyc,3020910063,train
nyc,3010510052,train
nyc,3012600031,train
nyc,3040040139,train
nyc,3062600013,train
nyc,3058610029,train
nyc,3065500071,train
nyc,3071510033,train
nyc,1014940026,train
nyc,3062250067,train
nyc,3027480034,train
nyc,3034260026,train
nyc,3076150041,train
nyc,3061170044,train
nyc,3080630032,train
nyc,3016470013,train
nyc,3042630022,train
nyc,3056200035,train
nyc,3059250066,train
nyc,3059090060,train
nyc,3054987501,train
nyc,3059540019,train
nyc,3066830032,train
nyc,3055060078,train
nyc,3071360056,train
nyc,3047120002,train
nyc,3015000051,train
nyc,3068950034,train
nyc,3008380060,train
nyc,3003300022,train
nyc,3033970028,train
nyc,3065690026,train
nyc,3074430059,train
nyc,3061990017,train
nyc,3032170119,train
nyc,3086240007,train
nyc,3068040003,train
nyc,3058410021,train
nyc,3015640019,train
nyc,3008460011,train
nyc,3069310063,train
nyc,3059070056,train
nyc,3058520063,train
nyc,3084830028,train
nyc,1012470026,train
nyc,3066160066,train
nyc,3079490237,train
nyc,3059010027,train
nyc,3062550064,train
nyc,3041490037,train
nyc,3060300055,train
nyc,3027670048,train
nyc,3080720006,train
nyc,3051560066,train
nyc,3018440072,train
nyc,1020590154,train
nyc,3010230036,train
nyc,3016400064,train
nyc,3062310068,train
nyc,3080550046,train
nyc,3067560060,train
nyc,3073370045,train
nyc,1015400013,train
nyc,3050450025,train
nyc,3047380033,train
nyc,3012190061,train
nyc,3046690002,train
nyc,3016090049,train
nyc,3016640067,train
nyc,3067330084,train
nyc,3063030051,train
nyc,3006810050,train
nyc,3039720001,train
nyc,3046060001,train
nyc,3052500014,train
nyc,3033960017,train
nyc,3010550019,train
nyc,3031870030,train
nyc,1015110043,train
nyc,3011580086,train
nyc,3076630058,train
nyc,3054007501,train
nyc,3013600073,train
nyc,3014260023,train
nyc,3015520013,train
nyc,3041340040,train
nyc,3008490051,train
nyc,3063600057,train
nyc,3054750057,train
nyc,3075870068,train
nyc,3049600059,train
nyc,3017347510,train
nyc,3089230034,train
nyc,3071740030,train
nyc,3022017502,train
nyc,3065790034,train
nyc,3064090036,train
nyc,3051110053,train
nyc,3026500028,train
nyc,3016090035,train
nyc,3064620031,train
nyc,3082980012,train
nyc,3048690032,train
nyc,3013660016,train
nyc,1011850045,train
nyc,3063940018,train
nyc,3063640059,train
nyc,3041520058,train
nyc,3040360015,train
nyc,3063570051,train
nyc,3035110004,train
nyc,3061670018,train
nyc,1004480041,train
nyc,3007990065,train
nyc,3057170151,train
nyc,3056050067,train
nyc,3073650018,train
nyc,3062330026,train
nyc,3070170148,train
nyc,3068580021,train
nyc,3065160029,train
nyc,3010330031,train
nyc,3071520053,train
nyc,3061050025,train
nyc,3069730015,train
nyc,3038860086,train
nyc,3016590051,train
nyc,3003900073,train
nyc,3050090069,train
nyc,3047840052,train
nyc,3077370031,train
nyc,3060060057,train
nyc,3038740060,train
nyc,3089320778,train
nyc,3015010014,train
nyc,3066850021,train
nyc,3052290005,train
nyc,3001900036,train
nyc,3067660092,train
nyc,3033750025,train
nyc,3077040025,train
nyc,3085330020,train
nyc,3081860041,train
nyc,1017200101,train
nyc,3065140027,train
nyc,3063650016,train
nyc,3039960027,train
nyc,3059580042,train
nyc,3017560058,train
nyc,3078250050,train
nyc,3086750076,train
nyc,3063980018,train
nyc,3033210048,train
nyc,3003910019,train
nyc,1019420052,train
nyc,3084750015,train
nyc,3074050633,train
nyc,3083550072,train
nyc,3085350032,train
nyc,3069250082,train
nyc,3047300058,train
nyc,3034370068,train
nyc,3083600043,train
nyc,3007410039,train
nyc,3007680046,train
nyc,3040300038,train
nyc,3073830085,train
nyc,3083840003,train
nyc,3080350116,train
nyc,3034180049,train
nyc,3052420003,train
nyc,3075620051,train
nyc,3011380127,train
nyc,3017620063,train
nyc,3035170018,train
nyc,3042450041,train
nyc,3071450115,train
nyc,3051790016,train
nyc,3057537502,train
nyc,3059300021,train
nyc,3042510003,train
nyc,3064100025,train
nyc,3041700041,train
nyc,3073430012,train
nyc,3087950011,train
nyc,3015940066,train
nyc,3088452206,train
nyc,3016090026,train
nyc,3049630031,train
nyc,3082460008,train
nyc,3017960065,train
nyc,3063130058,train
nyc,3074050735,train
nyc,3070920014,train
nyc,3034040007,train
nyc,3043100080,train
nyc,3035340041,train
nyc,1006150085,train
nyc,3006580012,train
nyc,3026790056,train
nyc,1020580006,train
nyc,3069140044,train
nyc,1019140048,train
nyc,3076590071,train
nyc,3052460070,train
nyc,3085270047,train
nyc,3076550063,train
nyc,3068150035,train
nyc,3048240015,train
nyc,3041630002,train
nyc,3019040002,train
nyc,3082680048,train
nyc,3020210012,train
nyc,3043010062,train
nyc,1012170039,train
nyc,3008090011,train
nyc,3052740023,train
nyc,3004300056,train
nyc,3081420014,train
nyc,3074270043,train
nyc,3008770052,train
nyc,3023110018,train
nyc,3013660077,train
nyc,3053720072,train
nyc,3032070051,train
nyc,3082260064,train
nyc,3037890044,train
nyc,3051770016,train
nyc,3016070061,train
nyc,3064020026,train
nyc,3063050037,train
nyc,1011430022,train
nyc,3062040066,train
nyc,3062860064,train
nyc,3066960040,train
nyc,3065140014,train
nyc,3013070011,train
nyc,3084480039,train
nyc,3034450003,train
nyc,3057180014,train
nyc,3053450061,train
nyc,3057130036,train
nyc,3057360036,train
nyc,1012510020,train
nyc,3033000021,train
nyc,3033260049,train
nyc,3068430013,train
nyc,3055890011,train
nyc,3084030029,train
nyc,3070260063,train
nyc,3078730055,train
nyc,3047250009,train
nyc,3020130019,train
nyc,3010790015,train
nyc,3046500081,train
nyc,3059870034,train
nyc,3084060017,train
nyc,1013460039,train
nyc,3010180055,train
nyc,3040200020,train
nyc,3085470142,train
nyc,1013230141,train
nyc,3079830045,train
nyc,3018100023,train
nyc,3015540057,train
nyc,3066580042,train
nyc,3012430002,train
nyc,3063450027,train
nyc,3047980026,train
nyc,3018120027,train
nyc,3013380049,train
nyc,3018920001,train
nyc,3087600096,train
nyc,1011410046,train
nyc,3023220019,train
nyc,3033880058,train
nyc,3016720079,train
nyc,3065860071,train
nyc,3046630045,train
nyc,3017880043,train
nyc,3013380052,train
nyc,3008480042,train
nyc,3013380051,train
nyc,3013380048,train
nyc,3015170040,train
nyc,3015080032,train
nyc,3038460116,train
nyc,3031360022,train
nyc,3051930026,train
nyc,3074420035,train
nyc,3042290009,train
nyc,3066910073,train
nyc,3067460037,train
nyc,3022647508,train
nyc,3050720030,train
nyc,3013040033,train
nyc,3039500036,train
nyc,3068987501,train
nyc,3018020092,train
nyc,3073200064,train
nyc,1006190038,train
nyc,1008760011,train
nyc,3082430065,train
nyc,1009240055,train
nyc,3034500043,train
nyc,1006160043,train
nyc,3016140037,train
nyc,3068240019,train
nyc,3054650039,train
nyc,3049670021,train
nyc,3018460023,train
nyc,3080300041,train
nyc,3013660020,train
nyc,3062430107,train
nyc,3013490006,train
nyc,1022150245,train
nyc,3044560035,train
nyc,3022637506,train
nyc,3054540086,train
nyc,3065960066,train
nyc,3065700059,train
nyc,3085370036,train
nyc,3065440015,train
nyc,1012007501,train
nyc,3012600129,train
nyc,3062410022,train
nyc,3052300012,train
nyc,1009020042,train
nyc,3034250014,train
nyc,3085260027,train
nyc,3061290039,train
nyc,3038740035,train
nyc,1020100011,train
nyc,1006290040,train
nyc,3041300035,train
nyc,1020100018,train
nyc,3048030051,train
nyc,3016050009,train
nyc,3041300034,train
nyc,3082430004,train
nyc,3076760097,train
nyc,1020100006,train
nyc,3039290001,train
nyc,3048810054,train
nyc,3064660085,train
nyc,3076700060,train
nyc,3018460061,train
nyc,3047380021,train
nyc,3015530047,train
nyc,3071000071,train
nyc,3086120017,train
nyc,3084100024,train
nyc,3003020066,train
nyc,3036940009,train
nyc,3005110002,train
nyc,3040520019,train
nyc,3040570017,train
nyc,3070190023,train
nyc,3027637501,train
nyc,3071020015,train
nyc,3014930068,train
nyc,3070040021,train
nyc,3084820035,train
nyc,3055410056,train
nyc,3004300072,train
nyc,3019690054,train
nyc,3065070020,train
nyc,3035190064,train
nyc,3035670008,train
nyc,3007810029,train
nyc,3019270047,train
nyc,3058770011,train
nyc,3055350074,train
nyc,3073810237,train
nyc,1011480055,train
nyc,3071460009,train
nyc,3059540036,train
nyc,3068240047,train
nyc,3059750206,train
nyc,1011460037,train
nyc,3003860014,train
nyc,3012140069,train
nyc,3016150004,train
nyc,3049880055,train
nyc,3031990015,train
nyc,3033940033,train
nyc,3033020041,train
nyc,3065340011,train
nyc,3048180059,train
nyc,1011470052,train
nyc,3054780082,train
nyc,3080030039,train
nyc,3045970029,train
nyc,3076090026,train
nyc,3063050008,train
nyc,3047970039,train
nyc,3059140055,train
nyc,3058500005,train
nyc,3047670020,train
nyc,3084660066,train
nyc,3052140070,train
nyc,3070380078,train
nyc,3061207501,train
nyc,1014950012,train
nyc,3007770073,train
nyc,3084702050,train
nyc,3085990080,train
nyc,3055320020,train
nyc,3057060017,train
nyc,3039240041,train
nyc,3042740013,train
nyc,3069140068,train
nyc,3064630068,train
nyc,3082360005,train
nyc,3027670028,train
nyc,3022667511,train
nyc,3017160001,train
nyc,3050320051,train
nyc,3035980017,train
nyc,3016730085,train
nyc,3052000058,train
nyc,3035670038,train
nyc,3083030070,train
nyc,3058570069,train
nyc,3086520030,train
nyc,3013970042,train
nyc,3006480023,train
nyc,3068160029,train
nyc,3040120113,train
nyc,3084520008,train
nyc,3008540027,train
nyc,3028290042,train
nyc,3033910031,train
nyc,3074340033,train
nyc,3052460033,train
nyc,3065860059,train
nyc,3066420070,train
nyc,3085200006,train
nyc,3087960179,train
nyc,3058390036,train
nyc,1015520020,train
nyc,3005760053,train
nyc,3048650032,train
nyc,3052490010,train
nyc,3046410028,train
nyc,3014640063,train
nyc,3052700047,train
nyc,3018330036,train
nyc,3010290020,train
nyc,3089550116,train
nyc,3010420046,train
nyc,3055110011,train
nyc,3053447502,train
nyc,1011990043,train
nyc,3073860077,train
nyc,3014910004,train
nyc,3065987502,train
nyc,3016320070,train
nyc,1005840038,train
nyc,3017130009,train
nyc,1020830026,train
nyc,3022407507,train
nyc,3034290014,train
nyc,3062400068,train
nyc,3061420165,train
nyc,1020540020,train
nyc,3080730074,train
nyc,3054020063,train
nyc,3008170065,train
nyc,3050710021,train
nyc,3035560020,train
nyc,3082420047,train
nyc,3061310039,train
nyc,3042950074,train
nyc,3043310045,train
nyc,3061620009,train
nyc,3042670004,train
nyc,3070130093,train
nyc,3046220059,train
nyc,3052750044,train
nyc,3067120088,train
nyc,3056050054,train
nyc,3058940001,train
nyc,3013430042,train
nyc,3049160067,train
nyc,1015520032,train
nyc,3016100021,train
nyc,3071510094,train
nyc,1019430050,train
nyc,3038960023,train
nyc,3086420057,train
nyc,3031840003,train
nyc,3061940037,train
nyc,3048890025,train
nyc,3067540078,train
nyc,3013610028,train
nyc,3018110013,train
nyc,3082840005,train
nyc,3077190078,train
nyc,3071590019,train
nyc,3003740025,train
nyc,3016270007,train
nyc,3063640023,train
nyc,3035360041,train
nyc,3040610042,train
nyc,3085240046,train
nyc,3050290086,train
nyc,3058870043,train
nyc,3016220014,train
nyc,3064120156,train
nyc,3033620045,train
nyc,3014530147,train
nyc,3070820047,train
nyc,3076130005,train
nyc,3062070052,train
nyc,1016750104,train
nyc,3082730054,train
nyc,3057720008,train
nyc,3082860020,train
nyc,3015660033,train
nyc,3080140081,train
nyc,3082840004,train
nyc,3049030018,train
nyc,3016190050,train
nyc,3071520071,train
nyc,3063600059,train
nyc,3072920056,train
nyc,3042900046,train
nyc,3018150077,train
nyc,3042020002,train
nyc,1005300055,train
nyc,3047670046,train
nyc,3001710102,train
nyc,1018900051,train
nyc,1021280053,train
nyc,3084810084,train
nyc,3016280072,train
nyc,3076890088,train
nyc,3085370058,train
nyc,1012080114,train
nyc,3077470079,train
nyc,1021680043,train
nyc,1019110042,train
nyc,3065400077,train
nyc,3016470005,train
nyc,3016447501,train
nyc,3034450059,train
nyc,3015520071,train
nyc,3087030087,train
nyc,3083560042,train
nyc,3071780061,train
nyc,3065680055,train
nyc,1018790027,train
nyc,3084730048,train
nyc,3069990061,train
nyc,3051710083,train
nyc,3076610019,train
nyc,3037560036,train
nyc,3067610071,train
nyc,3016050007,train
nyc,3073750046,train
nyc,1005527505,train
nyc,3063090070,train
nyc,3039170019,train
nyc,3064290008,train
nyc,3018170060,train
nyc,3053590018,train
nyc,3033000045,train
nyc,3070800012,train
nyc,3068340048,train
nyc,3054870036,train
nyc,3068000079,train
nyc,3078010144,train
nyc,3065810010,train
nyc,3064270022,train
nyc,3013250020,train
nyc,1021770163,train
nyc,3070050017,train
nyc,1018270046,train
nyc,3049690031,train
nyc,3007140013,train
nyc,3009330063,train
